,公司名称,发布时间,岗位名称,岗位需求,工资待遇,所属行业,招聘网址,结束时间
427,高德软件有限公司,2018-03-02,高德-python开发高级工程师,职位描述： 1. 负责基于python的web快速开发、相关优化以及产品部署 ； 2、搭建系统开发环境，完成系统框架和核心代码的实现，负责解决开发过程中的技术问题； 3、负责Python技术的相关产品规划、需求、设计、开发、测试等研发工作； 4、研究并跟踪IT前沿技术。 职位要求： 1、精通 python 语言开发，有1-3年以上后台开发经验； 2、熟悉web开发框架（django/tornado/flask），熟悉Linux操作系统及shell编程，熟悉BootStrap，熟练使用HTML，CSS，JavaScript等基本前端技术； 3、熟悉mysql，redis，mongo等常用数据库，具有数据库开发和设计能力； 4、了解异步框架、集群与负载均衡，消息中间件，容灾备份等技术； 5、有全栈开发经验或大型在线服务开发经验优先。,18000-36000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417116460.html?sid=seo_aladingb,2018-04-01
428,上海微创软件股份有限公司北京分公司,2018-03-02,Python开发工程师（微软）(上海微创软件股份有限公司北京分公司),岗位职责：参与公司产品和工具研发；AI相关前沿技术研究和新技术调研。岗位要求：本科及以上学历，计算机、通信及相关专业.3年以上开发经验，其中python至少一年，熟练使用python及类库；熟练使用Flask、Django等框架；熟练使用爬虫框架或类库进行信息爬取；数据提取、清理和过滤；熟悉后端服务和接口API的开发；熟练使用javarscript，jquery、html5、css等相关前端技术。Angular2框架优先；熟练使用git进行版本管理；自主学习能力，尤其是基于英文资料的学习；日常工作使用英语流利的读/写文档和邮件。,10000-15000,移动互联网|电子商务,https://www.lagou.com/jobs/4131131.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
429,首汇焦点（北京）科技有限公司,2018-03-02,Python 软件开发工程师(深圳),岗位职责： 1.负责公司 Web 项目以及 REST API 的开发； 2.熟练使用Flask和Django 框架开发 3.参与用户体验/交互设计的讨论，参与设计过程中的评审 4.参与云平台项目的管理。 任职要求： 1、大专以上学历，计算机相关专业； 2、从事Web前端开发工作经验5年以上，具有大型网站前端开发经验者优先； 3、熟练使用HTML5、CSS3、JavaScript、Ajax等前端开发技术，； 4、至少熟练使用一种JS框架，熟练使用 vue.js 框架优先； 5、能够独立完成前端网页的制作、前端交互效果的实现； 6、有强烈的上进心和求知欲，善于学习和运用新知识； 7、掌握原生javascript，javascript高级语法方面（面向对象、函数式编程 等等）优先； 8、有过前端交互组件封装、项目插件定制经验者优先； 9、面试能提供代码作品优先； 10、可年后入职。,12000-24000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416115629.html?sid=seo_aladingb,2018-04-01
430,北京果壳互动科技传媒有限公司,2018-03-02,高级Python开发工程师(北京果壳互动科技传媒有限公司),职位描述:-根据产品需求制定技术方案，项目计划-负责公司业务系统和基础服务研发工作-编写易于维护的高质量代码职位要求:-统招重点本科或以上学历-3年以上网站开发经验-熟练掌握Python语言及相关技术栈，对Web框架有一定经验-熟悉PostgreSQL、Redis、MongoDB等，具备数据库应用、设计能力-对分布式、微服务以及高性能Web有一定认识-具备较强的编程能力和良好的编码风格-具备较强的逻辑分析能力和学习能力-具备良好的人际沟通能力和团队协作意识-有golang开发、云计算、大数据处理经验者优先,20000-40000,移动互联网|社交网络,https://www.lagou.com/jobs/2862273.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
431,北京京东金融科技控股有限公司,2018-03-02,Python自动化运维开发,京东金融集团招Python自动化运维开发 工作地点：北京亦庄总部，班车接送 工作职责： 1、负责运营支撑平台、运维自动化平台及其组件的设计和开发； 2、负责优化、改进运维支持系统，并保证其安全高效稳定的运行； 3、参与运营平台、运维系统的需求分析、设计、编码； 4、负责开发、完善运维内部系统及辅助系统，提升运维质量及效率； 任职要求： 1.两年以上开发经验，具有设计，性能优化经验，良好的编码规范； 2.熟练掌握Python Web框架 如Django，Twisted，Tornado等； 3.熟练使用多线程、Socket编程，以及HTTP REST协议； 4.有自动化运维意识，多人开发及版本控制管理经验； 5.熟练使用关系型数据库，有数据库运维经验优先录用；,20000-40000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1413161136.html?sid=seo_aladingb,2018-04-01
432,北京多牛互动传媒股份有限公司,2018-03-02,Python开发工程师-数据分析-DNJS0030(北京多牛互动传媒股份有限公司),工作职责：1、负责平台系统的开发、优化和维护；2、参与广告系统相关逻辑的设计、开发、优化和维护；3、编写相关技术文档，编写核心测试案例；岗位要求：1、熟悉Pythonweb开发、django框架、Tornado框架、HTTP协议，了解Socket编程；2、至少熟悉一下一种数据库:Mysql、Mongodb、PostareSQL3、熟悉Linux平台环境下的开发，掌握Linux常用命令；熟悉Shell编程的优先考虑；4、熟悉Memcache/Redis或其它Nosql的使用；5、熟悉Javascript，Html、Css等Web前端开发；6、有广告平台研发经历的优先考虑7、有强力的事业心，能够快速成长。福利多多：*多牛传媒为每一位员工提供最人性化的薪酬福利，工作环境；*入职缴纳社保公积金，我们义不容辞；*我们关心每一位多牛人的健康，健身房，水果，零食饮料等多项软福利；*每天下午困困哒，不要紧，咖啡无限量供应！*我们有最open的文化氛围，珍视每一位多牛人每一个小小的建议；*多牛传媒，趣，最活力，最学习，最靠谱，最创新；*我们等待你的加入！,15000-30000,文化娱乐,https://www.lagou.com/jobs/3879350.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
433,北京绿果科技有限公司,2018-03-02,Python高级工程师,岗位职责： 1. 负责服务器端系统框架设计、功能开发及维护； 2. 参与技术方案讨论和技术调研； 3. 负责相关工具开发和相关文档的编写； 4. 负责服务器性能的优化，保证服务端稳定安全的运行。 5. 负责数据库相关. 任职资格： 1. 熟悉python及Python3语言，熟悉常用库的使用，熟悉Django、tornado、flask等web框架中的一种 2. 熟悉SQL及NoSQL数据库系统， 熟悉Redis， NoSQL知识掌握运用. 3. 了解异步架构. 掌握运行多进程， 多线程及协程操作. 4. 了解HTML/XHTML、CSS等网页制作技术，熟悉页面架构和布局； 5. 了解JavaScript、对DOM， Ajax、JSON等有了解； 6. 熟练使用Linux系统，对算法、数据结构有一定了解； 7. 热爱工作， 有良好的学习能力， 能够接受新鲜事务， 对新技术及新模块可以快速掌握运用； 8. 良好的沟通与表达能力、思路清晰，较强的动手能力与逻辑分析能力，对工作和生活充满了热情。 9. 拥有区块链知识者优先。 岗位吸引力： 1、区块链领域领先者，己盈利，多个知名机构投资，工作地点在地铁站附近； 2、具竞争力的薪酬与福利，无责底薪+高额提成+奖金+五险一金，享有年假及国家法定节假日等； 3、公司提供下午茶、水果等； 4、员工活动：公司为您提供年度旅游、羽毛球、乒乓球赛、部门聚会、部门唱K、户外拓展等丰富多彩的娱乐活动，让您在业余时间得到放松和快乐 5、培训：免费岗前培训，公司有健全专业的内部讲师培训机制，将为您提供，技术、管理、专业知识、心态等各类培训，公司将为您的成长进行长期投资，为您的职业生涯进行持续充电。,10000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416155023.html?sid=seo_aladingb,2018-04-01
434,北京雷石世纪科技有限公司,2018-03-02,python工程师(北京雷石世纪科技有限公司),职位描述1、负责产品设备开发、维护与管理；2、服务端相关组件开发；3、设备自动化测试，品控管理；4、负责云端设备的鼓掌预警、产品升级更新管理；5、内部系统开发。任职要求1、熟练使用Python；2、两年以上互联网产品Python后台开发经验；3、熟悉MySQL数据库；4、熟悉Redis，熟练掌握Shell编程；5、扎实的计算机基础，熟练掌握数据结构、算法、计算机网络、操作系统等基础知识；6、有很强的学习能力、压力承担能力及团队合作能力，有主动性和上进心；7、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情。,10000-20000,移动互联网|企业服务,https://www.lagou.com/jobs/3051317.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
435,北京博派通达科技有限公司,2018-03-02,Python 高级工程师,我们是一家创业公司，在做互联网保险相关的产品，期待你的加入。 ## 工作地点 北京 - 惠新西街南口地铁附近 ## 工作环境 - 标配 MacBook Pro + U2415 显示器 - Ergonor 工作椅 - 凸墙环境和服务 - 无限零食、饮料、水果 - 扁平化层级 - 很多绿植 - 介绍对象 - 持续招妹子 - 报销所有专业书籍 ## 薪资范围 10 - 30K ## Python 高级工程师 ### 工作职责 - 负责移动端 API 的开发和维护 - 负责管理平台的开发和维护 - 负责支撑业务的其他项目的开发和维护 - 编写相应的单元测试 ### 职位要求 - 一年以上 Python 项目开发经验，熟悉 Tornado、Flask、Django 等框架 - 熟悉 MySQL、Redis，能熟练进行数据库设计与优化 - 认同单元测试，熟悉常用的测试框架和 mock - 熟练使用 Git，熟悉 Pull Request 工作流 - 熟悉 Python 常用的代码检测工具如：Flake8、Pylint - 拥有良好的代码习惯，结构清晰，命名规范，逻辑性强 - 善于思考，能独立分析和解决问题 - 责任心强，具备良好的团队合作精神和承受压力的能力 - 如果您有 Blog、GitHub、Stack Overflow、微博、Twitter 帐号，强烈建议您附注在简历中 工作地址 北京市朝阳区北土城东路4号院1号楼3楼,10000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1414875380.html?sid=seo_aladingb,2018-04-01
436,内蒙古西贝餐饮连锁有限责任公司,2018-03-02,Python开发工程师(内蒙古西贝餐饮连锁有限责任公司),"职位描述公司核心部门开发人员职位诱惑：如果你想帮助一个中国知名的餐饮企业转型互联网+如果你想改变一个传统领域的玩法如果你想自己担当一个项目的负责人那么请你加入我们吧，我们给你无限的想象空间，我们不会限制你的发展，你有多少能力我们给你多大平台待遇是你想岗位职责：1.根据第三方平台提供的数据,进行清洗,整理,分析；2.全公司服务器的自动化运维，自研发系统自动化发布实现；3.全网的餐饮行业数据以及相关数据收集；4.自研发项目的自动化测试、压力测试等；5.餐饮行业数据分析；岗位要求：1.熟练掌握python,熟悉linux系统；2.掌握tornado框架等常用框架；3.熟悉mysql等常用数据库，对SQL语句有深入理解，掌握大数据处理技术优先；4.数据redis等缓存数据库;5.较强的学习、分析问题的能力，良好的团队合作意识，需要有一定抗压能力；6.有数据挖掘/机器学习/推荐系统开发经验者优先；7、3年以上工作经验，统招本科；",8000-16000,其他,https://www.lagou.com/jobs/4079422.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
